,timestamp_x,ACCEL_X,ACCEL_Y,ACCEL_Z,timestamp_y,GYRO_X,GYRO_Y,GYRO_Z
195,2016-03-15 21:27:17.75,-0.968,-0.353,0.4,2016-03-15 21:27:18.54,-39.512,-5.976,33.841
196,2016-03-15 21:27:17.75,-1.162,-0.328,0.38,2016-03-15 21:27:18.54,-40.854,-9.329,35.671
197,2016-03-15 21:27:17.75,-1.312,-0.252,0.334,2016-03-15 21:27:18.54,-40.976,-11.707,38.171
198,2016-03-15 21:27:17.75,-1.018,-0.121,0.209,2016-03-15 21:27:18.54,-33.415,-13.11,38.963
199,2016-03-15 21:27:17.75,-0.793,-0.004,0.064,2016-03-15 21:27:18.54,-29.817,-16.402,40.793
200,2016-03-15 21:27:17.75,-0.879,0.041,0.017,2016-03-15 21:27:18.54,-20.61,-25.488,40.244
201,2016-03-15 21:27:17.75,-0.963,0.071,0.102,2016-03-15 21:27:18.54,-7.134,-43.354,40.183
202,2016-03-15 21:27:17.75,-1.051,0.079,0.202,2016-03-15 21:27:18.54,28.232,-11.28,25.488
203,2016-03-15 21:27:17.75,-1.105,-0.035,0.302,2016-03-15 21:27:18.54,46.768,14.939,10.915
204,2016-03-15 21:27:17.75,-0.997,-0.046,0.287,2016-03-15 21:27:18.54,18.659,-0.427,20.122
205,2016-03-15 21:27:17.76,-0.901,-0.038,0.251,2016-03-15 21:27:18.54,4.634,2.195,22.5
206,2016-03-15 21:27:17.76,-0.882,-0.038,0.259,2016-03-15 21:27:18.54,12.988,5.488,15.61
207,2016-03-15 21:27:17.76,-0.926,-0.028,0.254,2016-03-15 21:27:18.54,9.573,-3.537,6.768
208,2016-03-15 21:27:17.76,-0.948,-0.039,0.315,2016-03-15 21:27:18.54,2.256,-13.841,-1.646
209,2016-03-15 21:27:17.76,-0.918,-0.081,0.353,2016-03-15 21:27:18.54,-3.659,-2.378,-3.354
210,2016-03-15 21:27:17.76,-0.933,-0.064,0.364,2016-03-15 21:27:18.54,-9.268,16.89,-3.354
211,2016-03-15 21:27:17.76,-0.952,-0.049,0.391,2016-03-15 21:27:18.54,-7.012,7.988,-8.354
212,2016-03-15 21:27:17.76,-0.968,-0.082,0.406,2016-03-15 21:27:18.54,0.183,0.244,-19.512
213,2016-03-15 21:27:17.76,-0.985,-0.103,0.438,2016-03-15 21:27:18.54,7.073,-6.037,-31.585
214,2016-03-15 21:27:17.76,-1.0,-0.138,0.489,2016-03-15 21:27:18.54,14.329,-5.0,-39.146
215,2016-03-15 21:27:17.76,-1.044,-0.167,0.539,2016-03-15 21:27:18.54,24.024,1.098,-41.768
216,2016-03-15 21:27:17.76,-1.236,-0.205,0.454,2016-03-15 21:27:18.54,33.293,1.098,-39.817
217,2016-03-15 21:27:17.76,-1.155,-0.177,0.257,2016-03-15 21:27:18.54,34.451,-5.0,-38.537
218,2016-03-15 21:27:17.76,-0.907,-0.187,0.174,2016-03-15 21:27:18.54,37.439,-5.488,-39.512
219,2016-03-15 21:27:17.76,-0.714,-0.188,0.148,2016-03-15 21:27:18.54,43.963,-6.829,-42.561
220,2016-03-15 21:27:17.76,-0.762,-0.347,0.106,2016-03-15 21:27:18.54,58.232,-17.622,-41.28
221,2016-03-15 21:27:17.76,-1.006,-0.389,0.19,2016-03-15 21:27:18.54,50.976,-19.268,-30.488
222,2016-03-15 21:27:17.76,-1.044,-0.3,0.305,2016-03-15 21:27:18.54,16.829,12.439,-19.146
223,2016-03-15 21:27:17.76,-0.977,-0.257,0.276,2016-03-15 21:27:18.54,9.939,29.512,-11.646
224,2016-03-15 21:27:17.76,-0.839,-0.271,0.293,2016-03-15 21:27:18.54,37.805,33.659,-13.415
225,2016-03-15 21:27:17.76,-0.815,-0.308,0.269,2016-03-15 21:27:18.54,49.756,9.878,-17.195
226,2016-03-15 21:27:17.76,-0.834,-0.379,0.305,2016-03-15 21:27:18.54,24.695,-6.22,-5.061
227,2016-03-15 21:27:17.76,-0.871,-0.382,0.328,2016-03-15 21:27:18.54,4.146,2.317,3.659
228,2016-03-15 21:27:17.76,-0.914,-0.28,0.337,2016-03-15 21:27:18.54,13.049,29.756,-1.402
